experiment_iteration,embedding_method,config_version,config_source,configured_at_iteration,effective_from_iteration,surrogate_model,kernel,acquisition_function,bo_signature,candidate,result,config_rationale,kernel_rationale
25,fingerprint_concat,4,af_review,24,25,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CCCC#N, concentration=0.1, temperature=105}",68.53,"UCB with beta=1.5 is selected over log_ei to address the campaign's urgent need for directed exploration. The E24 discovery (77.41% Xantphos/K-pivalate/DMF) opened a new high-yield region that has been barely explored—only one pivalate observation exists. With 16 iterations remaining and a current best of 83.83%, the priority is to: (1) validate pivalate's generality across ligands (BINAP, dppf, JohnPhos) and solvents (NMP, DMAc, butyronitrile); (2) find the true optimum within the pivalate-DMF space via concentration-temperature exploration; (3) test whether pivalate can push yields above 85%. UCB's explicit exploration control (beta=1.5 provides moderate exploration) will prioritize high-uncertainty regions in the newly discovered pivalate-enabled chemical space, whereas log_ei would over-exploit the known 83.83% butyronitrile optimum. The elevated beta reflects that we are in a 'new discovery' phase where exploration has high expected value. [HYPOTHESIS:H1, H2, H3, H4 all require systematic pivalate exploration] [RULE:R14: 'prioritize reconfiguration or stronger exploration']","The mixed_sum_product kernel has failed for 11 consecutive iterations (14-24), causing ModelFittingErrors and forcing random fallback selection. This is a critical failure mode that has prevented systematic exploration. Matern52 is the conservative, stable default that has proven reliable in the campaign's early iterations (v1 config achieved stable fits). The DAR yield surface exhibits sharp categorical transitions (DMF/pivalate success vs. DMF/acetate failure) that Matern52 can model with appropriate lengthscale learning, whereas the overly complex mixed_sum_product kernel cannot be reliably optimized with n=24 observations. Matern52's rougher covariance is actually advantageous here—it won't over-smooth the discrete solvent/anion compatibility boundaries that define this chemical space. [OBS:ModelFittingError iterations 14-24] [CONFIG:v1 used matern52 successfully] [HYPOTHESIS:H5 explicitly recommends Matern52 for stability restoration]"
26,fingerprint_concat,4,af_review,25,26,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",28.15,"UCB with beta=1.5 is selected over log_ei to address the campaign's urgent need for directed exploration. The E24 discovery (77.41% Xantphos/K-pivalate/DMF) opened a new high-yield region that has been barely explored—only one pivalate observation exists. With 16 iterations remaining and a current best of 83.83%, the priority is to: (1) validate pivalate's generality across ligands (BINAP, dppf, JohnPhos) and solvents (NMP, DMAc, butyronitrile); (2) find the true optimum within the pivalate-DMF space via concentration-temperature exploration; (3) test whether pivalate can push yields above 85%. UCB's explicit exploration control (beta=1.5 provides moderate exploration) will prioritize high-uncertainty regions in the newly discovered pivalate-enabled chemical space, whereas log_ei would over-exploit the known 83.83% butyronitrile optimum. The elevated beta reflects that we are in a 'new discovery' phase where exploration has high expected value. [HYPOTHESIS:H1, H2, H3, H4 all require systematic pivalate exploration] [RULE:R14: 'prioritize reconfiguration or stronger exploration']","The mixed_sum_product kernel has failed for 11 consecutive iterations (14-24), causing ModelFittingErrors and forcing random fallback selection. This is a critical failure mode that has prevented systematic exploration. Matern52 is the conservative, stable default that has proven reliable in the campaign's early iterations (v1 config achieved stable fits). The DAR yield surface exhibits sharp categorical transitions (DMF/pivalate success vs. DMF/acetate failure) that Matern52 can model with appropriate lengthscale learning, whereas the overly complex mixed_sum_product kernel cannot be reliably optimized with n=24 observations. Matern52's rougher covariance is actually advantageous here—it won't over-smooth the discrete solvent/anion compatibility boundaries that define this chemical space. [OBS:ModelFittingError iterations 14-24] [CONFIG:v1 used matern52 successfully] [HYPOTHESIS:H5 explicitly recommends Matern52 for stability restoration]"
27,fingerprint_concat,4,af_review,26,27,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",4.74,"UCB with beta=1.5 is selected over log_ei to address the campaign's urgent need for directed exploration. The E24 discovery (77.41% Xantphos/K-pivalate/DMF) opened a new high-yield region that has been barely explored—only one pivalate observation exists. With 16 iterations remaining and a current best of 83.83%, the priority is to: (1) validate pivalate's generality across ligands (BINAP, dppf, JohnPhos) and solvents (NMP, DMAc, butyronitrile); (2) find the true optimum within the pivalate-DMF space via concentration-temperature exploration; (3) test whether pivalate can push yields above 85%. UCB's explicit exploration control (beta=1.5 provides moderate exploration) will prioritize high-uncertainty regions in the newly discovered pivalate-enabled chemical space, whereas log_ei would over-exploit the known 83.83% butyronitrile optimum. The elevated beta reflects that we are in a 'new discovery' phase where exploration has high expected value. [HYPOTHESIS:H1, H2, H3, H4 all require systematic pivalate exploration] [RULE:R14: 'prioritize reconfiguration or stronger exploration']","The mixed_sum_product kernel has failed for 11 consecutive iterations (14-24), causing ModelFittingErrors and forcing random fallback selection. This is a critical failure mode that has prevented systematic exploration. Matern52 is the conservative, stable default that has proven reliable in the campaign's early iterations (v1 config achieved stable fits). The DAR yield surface exhibits sharp categorical transitions (DMF/pivalate success vs. DMF/acetate failure) that Matern52 can model with appropriate lengthscale learning, whereas the overly complex mixed_sum_product kernel cannot be reliably optimized with n=24 observations. Matern52's rougher covariance is actually advantageous here—it won't over-smooth the discrete solvent/anion compatibility boundaries that define this chemical space. [OBS:ModelFittingError iterations 14-24] [CONFIG:v1 used matern52 successfully] [HYPOTHESIS:H5 explicitly recommends Matern52 for stability restoration]"
28,fingerprint_concat,4,af_review,27,28,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"UCB with beta=1.5 is selected over log_ei to address the campaign's urgent need for directed exploration. The E24 discovery (77.41% Xantphos/K-pivalate/DMF) opened a new high-yield region that has been barely explored—only one pivalate observation exists. With 16 iterations remaining and a current best of 83.83%, the priority is to: (1) validate pivalate's generality across ligands (BINAP, dppf, JohnPhos) and solvents (NMP, DMAc, butyronitrile); (2) find the true optimum within the pivalate-DMF space via concentration-temperature exploration; (3) test whether pivalate can push yields above 85%. UCB's explicit exploration control (beta=1.5 provides moderate exploration) will prioritize high-uncertainty regions in the newly discovered pivalate-enabled chemical space, whereas log_ei would over-exploit the known 83.83% butyronitrile optimum. The elevated beta reflects that we are in a 'new discovery' phase where exploration has high expected value. [HYPOTHESIS:H1, H2, H3, H4 all require systematic pivalate exploration] [RULE:R14: 'prioritize reconfiguration or stronger exploration']","The mixed_sum_product kernel has failed for 11 consecutive iterations (14-24), causing ModelFittingErrors and forcing random fallback selection. This is a critical failure mode that has prevented systematic exploration. Matern52 is the conservative, stable default that has proven reliable in the campaign's early iterations (v1 config achieved stable fits). The DAR yield surface exhibits sharp categorical transitions (DMF/pivalate success vs. DMF/acetate failure) that Matern52 can model with appropriate lengthscale learning, whereas the overly complex mixed_sum_product kernel cannot be reliably optimized with n=24 observations. Matern52's rougher covariance is actually advantageous here—it won't over-smooth the discrete solvent/anion compatibility boundaries that define this chemical space. [OBS:ModelFittingError iterations 14-24] [CONFIG:v1 used matern52 successfully] [HYPOTHESIS:H5 explicitly recommends Matern52 for stability restoration]"
29,fingerprint_concat,4,af_review,28,29,gp,matern52,ts,gp/matern52/ts,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CP(C1=CC=CC=C1)C2=CC=CC=C2, solvent_SMILES=CCCC#N, concentration=0.1, temperature=105}",0,"UCB with beta=1.5 is selected over log_ei to address the campaign's urgent need for directed exploration. The E24 discovery (77.41% Xantphos/K-pivalate/DMF) opened a new high-yield region that has been barely explored—only one pivalate observation exists. With 16 iterations remaining and a current best of 83.83%, the priority is to: (1) validate pivalate's generality across ligands (BINAP, dppf, JohnPhos) and solvents (NMP, DMAc, butyronitrile); (2) find the true optimum within the pivalate-DMF space via concentration-temperature exploration; (3) test whether pivalate can push yields above 85%. UCB's explicit exploration control (beta=1.5 provides moderate exploration) will prioritize high-uncertainty regions in the newly discovered pivalate-enabled chemical space, whereas log_ei would over-exploit the known 83.83% butyronitrile optimum. The elevated beta reflects that we are in a 'new discovery' phase where exploration has high expected value. [HYPOTHESIS:H1, H2, H3, H4 all require systematic pivalate exploration] [RULE:R14: 'prioritize reconfiguration or stronger exploration']","The mixed_sum_product kernel has failed for 11 consecutive iterations (14-24), causing ModelFittingErrors and forcing random fallback selection. This is a critical failure mode that has prevented systematic exploration. Matern52 is the conservative, stable default that has proven reliable in the campaign's early iterations (v1 config achieved stable fits). The DAR yield surface exhibits sharp categorical transitions (DMF/pivalate success vs. DMF/acetate failure) that Matern52 can model with appropriate lengthscale learning, whereas the overly complex mixed_sum_product kernel cannot be reliably optimized with n=24 observations. Matern52's rougher covariance is actually advantageous here—it won't over-smooth the discrete solvent/anion compatibility boundaries that define this chemical space. [OBS:ModelFittingError iterations 14-24] [CONFIG:v1 used matern52 successfully] [HYPOTHESIS:H5 explicitly recommends Matern52 for stability restoration]"
30,fingerprint_concat,5,af_review,29,30,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CCCC#N, concentration=0.1, temperature=105}",56.14,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
31,fingerprint_concat,5,af_review,30,31,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",10.44,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
32,fingerprint_concat,5,af_review,31,32,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",62.82,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
33,fingerprint_concat,5,af_review,32,33,gp,matern52,ts,gp/matern52/ts,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",63.13,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
34,fingerprint_concat,5,af_review,33,34,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
35,fingerprint_concat,5,af_review,34,35,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",12.83,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
36,fingerprint_concat,5,af_review,35,36,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",29.31,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
37,fingerprint_concat,5,af_review,36,37,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",87.83,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
38,fingerprint_concat,5,af_review,37,38,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
39,fingerprint_concat,5,af_review,38,39,gp,matern52,ucb,gp/matern52/ucb,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",7.62,"Selected UCB (Upper Confidence Bound) with beta=2.0 over default log_ei due to the 11-iteration stagnation since the 83.83% optimum [OBS:E18]. The campaign has been stuck at 83.83% for iterations 19-29 with recent catastrophic failures (0%, 0%, 4.74%) indicating the surrogate has lost predictive accuracy. UCB provides explicit exploration-exploitation control via the beta parameter, which is critical for this reconfiguration phase. Beta=2.0 balances: (1) exploitation of the known 83.83% optimum region (tert-butyl-Xantphos/pivalate/butyronitrile); (2) exploration of high-uncertainty regions like BINAP/dppf scaffolds and concentration-temperature boundaries per [HYPOTHESIS:H3, H4]. This is more aggressive than log_ei would allow, appropriate given the need to break stagnation [RULE:R14: stronger exploration needed]. Confidence: 0.80.","Selected Matern52 kernel over alternatives due to the 15-iteration catastrophic failure of mixed_sum_product kernel [OBS:E14-E29]. The mixed_sum_product kernel's multiplicative combination of continuous and categorical kernels created numerical instability with 29 observations and 26 categorical levels, causing repeated ModelFittingErrors and forcing random fallback selection. Matern52 provides a simpler, smoother covariance structure that is more robust to limited data and sharp categorical transitions (e.g., 0% to 77% yield across solvent/anion boundaries). The Matern52 kernel with automatic relevance determination per dimension can adapt to the varying importance of the 5 categorical variables (ligand, base, solvent, concentration, temperature) without requiring explicit mixed-space kernel composition. This is a conservative, stability-first choice given the GP's recent failure history [CONFIG:v2, v3 both failed]. Confidence: 0.85 [RULE:R14: prioritize reconfiguration when performance stagnant]."
